Post_ID,Media_Type,Permalink,Timestamp,Likes,Comments
18113657428435442,VIDEO,https://www.instagram.com/reel/DEc1_RVRZZH/,2025-01-05T16:30:58+0000,14,11
18352223557192810,VIDEO,https://www.instagram.com/reel/DEc135CRwHG/,2025-01-05T16:30:00+0000,16,12
18450562792070129,CAROUSEL_ALBUM,https://www.instagram.com/p/DEc0pkEofm9/,2025-01-05T16:19:04+0000,10,3
18102325633469516,CAROUSEL_ALBUM,https://www.instagram.com/p/DEc0kffof9z/,2025-01-05T16:18:22+0000,10,3
18121412002409588,IMAGE,https://www.instagram.com/p/DEc0dnUos-d/,2025-01-05T16:17:26+0000,7,1
17906123985009386,IMAGE,https://www.instagram.com/p/DEc0ZXzog-_/,2025-01-05T16:16:51+0000,7,2
18252308083274439,VIDEO,https://www.instagram.com/reel/DEceJK2Rwyu/,2025-01-05T13:02:37+0000,17,10
18265371160268031,CAROUSEL_ALBUM,https://www.instagram.com/p/DEbhM7wIcmn/,2025-01-05T04:09:53+0000,11,2
18044329751240060,IMAGE,https://www.instagram.com/p/DEYxS08z9Qo/,2025-01-04T02:32:47+0000,9,1
